user_id,country,gender,age,registration_date,acquisition_channel,is_premium
U00094,Germany,Male,27,2026-01-04,Organic Search,0
U00095,Germany,Male,27,2026-01-23,Organic Search,0
U00096,Germany,Male,34,2026-01-07,Organic Search,1
U00097,Germany,Male,24,2026-01-15,Influencer,1
U00098,Italy,Female,19,2026-01-02,Referral,0
U00099,Germany,Male,32,2026-01-05,Organic Search,0
U00100,France,Female,33,2026-01-10,Social Media,0
U00101,Germany,Male,32,2026-01-15,Social Media,1
U00102,France,Female,30,2026-01-06,Social Media,0
U00103,Germany,Male,23,2026-01-03,Referral,0
U00104,Spain,Female,20,2026-01-14,Organic Search,0
U00105,Netherlands,Female,20,2026-01-07,Social Media,0
U00106,Netherlands,Male,26,2026-02-23,Influencer,0
U00107,Germany,Male,23,2026-01-05,Social Media,0
U00108,Poland,Male,24,2026-01-15,Social Media,0
U00109,Germany,Male,23,2026-01-04,Influencer,0
U00110,Netherlands,Female,33,2026-01-07,App Store,0
U00111,UK,Male,16,2026-01-03,Influencer,0
U00112,Netherlands,Male,28,2026-01-14,Social Media,1
U00113,UK,Male,35,2026-01-06,Influencer,0
U00114,Netherlands,Male,23,2026-01-11,Social Media,0
U00115,Sweden,Female,30,2026-02-23,Organic Search,1
U00116,Italy,Female,23,2026-02-06,Organic Search,0
U00117,Germany,Male,30,2026-01-22,Social Media,0
U00118,Sweden,Male,25,2026-02-03,Social Media,0
U00119,France,Male,28,2026-01-06,Referral,0
U00120,France,Female,39,2026-01-20,Organic Search,0
U00121,Netherlands,Male,30,2026-01-20,Social Media,0
U00122,Italy,Male,25,2026-01-08,Organic Search,0
U00123,Germany,Female,31,2026-01-09,Referral,1
U00124,Sweden,Male,30,2026-01-11,App Store,0
U00125,UK,Female,34,2026-01-24,Social Media,0
U00126,UK,Male,37,2026-02-17,Influencer,0
U00127,France,Female,29,2026-01-15,Influencer,1
U00128,Sweden,Female,20,2026-01-17,Influencer,0
U00129,Spain,Male,41,2026-01-12,App Store,0
U00130,Poland,Male,37,2026-01-03,Paid Ads,0
U00131,Germany,Female,28,2026-01-18,Social Media,1
U00132,UK,Female,35,2026-01-01,Social Media,0
U00133,France,Female,18,2026-01-27,Social Media,0
U00134,France,Male,18,2026-01-04,Social Media,0
U00135,Poland,Male,40,2026-01-01,Influencer,1
U00136,Belgium,Male,35,2026-01-11,Organic Search,0
U00137,France,Female,28,2026-01-05,Referral,0
U00138,Germany,Male,27,2026-01-13,Influencer,1
U00139,Italy,Male,16,2026-01-11,Influencer,1
U00140,Germany,Female,35,2026-02-23,Social Media,0
U00141,Netherlands,Male,34,2026-01-01,Organic Search,0
U00142,Spain,Male,36,2026-01-03,App Store,0
U00143,Spain,Male,26,2026-01-26,Referral,0
U00144,UK,Female,25,2026-01-05,Social Media,0
U00145,Germany,Male,30,2026-01-11,Referral,0
U00146,UK,Male,19,2026-01-10,Influencer,0
U00147,Netherlands,Male,16,2026-01-07,Paid Ads,0
U00148,Germany,Female,39,2026-01-14,Referral,0
U00149,France,Male,30,2026-01-21,Social Media,0
U00150,Sweden,Other,16,2026-01-15,Organic Search,0
U00151,Germany,Female,29,2026-01-07,Influencer,0
U00152,Sweden,Male,21,2026-01-01,Organic Search,0
U00153,Sweden,Female,39,2026-01-04,Referral,0
U00154,UK,Female,35,2026-01-01,Organic Search,0
U00155,Germany,Female,23,2026-01-07,Social Media,0
U00156,UK,Female,18,2026-01-13,Influencer,0
U00157,Spain,Male,23,2026-01-14,Influencer,0
U00158,Italy,Male,28,2026-01-02,App Store,0
U00159,Spain,Male,32,2026-02-02,Influencer,0
U00160,Netherlands,Male,24,2026-01-02,Referral,0
U00161,Belgium,Male,29,2026-02-11,App Store,0
U00162,Spain,Female,18,2026-02-07,Organic Search,0
U00163,UK,Other,31,2026-01-04,Influencer,0
U00164,Germany,Female,29,2026-01-08,Paid Ads,0
U00165,Belgium,Male,28,2026-01-08,Referral,1
U00166,Netherlands,Male,28,2026-01-03,Organic Search,0
U00167,UK,Female,26,2026-01-16,App Store,0
U00168,Netherlands,Female,24,2026-01-20,Organic Search,1
U00169,Sweden,Male,28,2026-02-23,App Store,0
U00170,UK,Female,35,2026-01-11,Social Media,0
U00171,Sweden,Other,24,2026-01-11,App Store,0
U00172,Germany,Male,38,2026-01-07,Social Media,0
U00173,Germany,Male,27,2026-01-10,Influencer,0
U00174,Belgium,Female,29,2026-01-02,Social Media,0
U00175,Belgium,Male,20,2026-02-23,Organic Search,0
U00176,Netherlands,Female,30,2026-01-15,Organic Search,0
U00177,UK,Male,23,2026-01-02,Paid Ads,0
U00178,Poland,Other,36,2026-01-04,Social Media,0
U00179,Spain,Male,24,2026-01-06,Social Media,0
U00180,Netherlands,Male,32,2026-02-11,Social Media,0
U00181,Poland,Female,30,2026-01-22,Influencer,1
U00182,France,Male,30,2026-01-07,App Store,0
U00183,Germany,Male,24,2026-02-08,Social Media,0
U00184,Netherlands,Female,29,2026-01-09,Influencer,0
U00185,UK,Female,32,2026-02-08,Referral,0
U00186,Sweden,Female,35,2026-01-23,Influencer,0
U00187,Germany,Female,26,2026-01-09,App Store,0
U00188,Italy,Female,29,2026-01-15,Organic Search,0
U00189,Netherlands,Other,18,2026-01-21,Social Media,0
U00190,Germany,Female,33,2026-01-16,Paid Ads,0
U00191,Netherlands,Female,24,2026-01-08,App Store,1
U00192,Netherlands,Male,29,2026-01-20,Organic Search,0
U00193,Austria,Female,24,2026-01-29,Organic Search,1
U00194,UK,Female,30,2026-01-30,Influencer,0
U00195,UK,Other,17,2026-01-04,App Store,0
U00196,UK,Male,16,2026-01-23,Influencer,0
U00197,Belgium,Male,32,2026-01-11,Influencer,0
U00198,UK,Other,27,2026-01-11,Referral,0
U00199,Germany,Male,19,2026-02-09,Social Media,0
U00200,Germany,Female,38,2026-01-30,App Store,0
U00201,Italy,Female,29,2026-02-01,Social Media,1
U00202,Germany,Female,32,2026-01-12,Organic Search,0
U00203,Germany,Female,33,2026-01-08,Social Media,1
U00204,Germany,Male,23,2026-01-14,Influencer,0
U00205,Spain,Female,21,2026-01-06,Paid Ads,0
U00206,France,Female,27,2026-01-25,Influencer,1
U00207,UK,Female,26,2026-01-01,Organic Search,0
U00208,Germany,Female,23,2026-01-24,App Store,0
U00209,Germany,Male,37,2026-01-01,Paid Ads,1
U00210,France,Female,34,2026-02-10,App Store,0
U00211,UK,Female,37,2026-01-13,Influencer,0
U00212,Spain,Male,29,2026-01-02,Organic Search,0
U00213,Sweden,Male,31,2026-01-22,Social Media,0
U00214,Spain,Male,23,2026-02-23,Paid Ads,0
U00215,Germany,Female,26,2026-02-10,App Store,0
U00216,France,Male,16,2026-01-10,Paid Ads,1
U00217,Sweden,Female,39,2026-01-14,Referral,0
U00218,France,Male,24,2026-01-18,Referral,0
U00219,Netherlands,Female,23,2026-01-26,Referral,0
U00220,UK,Other,30,2026-01-04,Referral,0
U00221,UK,Female,33,2026-01-09,Influencer,1
U00222,UK,Female,16,2026-01-06,Influencer,0
U00223,Italy,Male,27,2026-01-06,Organic Search,0
U00224,France,Male,31,2026-02-05,Social Media,0
U00225,Netherlands,Female,25,2026-01-01,App Store,0
U00226,France,Female,25,2026-02-02,Influencer,0
U00227,Germany,Male,27,2026-01-16,Paid Ads,1
U00228,Germany,Male,27,2026-02-23,Social Media,0
U00229,Germany,Male,34,2026-01-13,Social Media,0
U00230,Spain,Male,30,2026-01-01,Social Media,0
U00231,Germany,Female,23,2026-02-10,Organic Search,0
U00232,Sweden,Female,41,2026-01-23,Social Media,0
U00233,Sweden,Female,35,2026-01-05,Influencer,0
U00234,Spain,Male,36,2026-01-22,Paid Ads,1
U00235,Austria,Male,30,2026-01-17,App Store,0
U00236,France,Male,30,2026-01-23,App Store,0
U00237,Italy,Male,26,2026-01-16,Organic Search,0
U00238,UK,Male,28,2026-01-24,Social Media,0
U00239,UK,Male,39,2026-01-20,Social Media,0
U00240,Sweden,Female,35,2026-01-14,Organic Search,0
U00241,UK,Male,35,2026-01-19,App Store,0
U00242,Spain,Female,45,2026-01-01,Organic Search,1
U00243,Netherlands,Female,28,2026-01-02,Paid Ads,0
U00244,Germany,Female,27,2026-01-06,Social Media,0
U00245,Italy,Female,34,2026-01-26,Social Media,0
U00246,Germany,Male,17,2026-01-23,Organic Search,0
U00247,Spain,Male,16,2026-02-23,Social Media,0
U00248,Netherlands,Male,31,2026-01-21,Paid Ads,0
U00249,Italy,Female,23,2026-01-19,Social Media,0
U00250,Poland,Male,23,2026-01-06,App Store,0
U00251,Sweden,Male,23,2026-01-20,Social Media,0
U00252,Germany,Female,29,2026-02-09,Organic Search,1
U00253,Germany,Female,34,2026-01-06,Social Media,0
U00254,France,Other,43,2026-01-03,Influencer,0
U00255,France,Female,31,2026-01-07,Organic Search,1
U00256,Poland,Male,39,2026-01-08,Organic Search,0
U00257,Germany,Female,29,2026-02-12,Influencer,0
U00258,UK,Male,17,2026-01-23,Paid Ads,0
U00259,Netherlands,Female,23,2026-01-17,Paid Ads,0
U00260,Spain,Male,27,2026-01-16,Organic Search,0
U00261,Italy,Male,35,2026-02-22,Organic Search,0
U00262,Germany,Other,32,2026-02-22,Social Media,0
U00263,France,Female,29,2026-01-03,Referral,0
U00264,Spain,Male,25,2026-01-08,Social Media,0
U00265,Germany,Female,16,2026-01-11,Social Media,0
U00266,France,Female,31,2026-01-14,Paid Ads,0
U00267,Germany,Female,28,2026-01-10,Referral,0
U00268,Italy,Female,27,2026-01-08,Organic Search,0
U00269,Germany,Female,28,2026-01-21,Referral,0
U00270,Sweden,Female,27,2026-01-14,Influencer,0
U00271,Germany,Female,20,2026-01-10,Organic Search,1
U00272,Germany,Female,25,2026-01-16,Paid Ads,0
U00273,UK,Female,21,2026-01-21,Organic Search,0
U00274,Spain,Male,26,2026-01-02,App Store,0
U00275,Germany,Other,29,2026-02-23,Organic Search,0
U00276,Germany,Male,25,2026-01-03,Influencer,1
U00277,France,Other,31,2026-01-08,Influencer,0
U00278,France,Male,36,2026-02-13,Social Media,0
U00279,UK,Male,31,2026-01-30,Organic Search,0
U00280,France,Male,33,2026-01-07,App Store,0
U00281,France,Male,27,2026-01-03,Social Media,0
U00282,Sweden,Male,32,2026-01-14,Organic Search,0
U00283,Spain,Male,18,2026-01-13,App Store,0
U00284,Belgium,Female,16,2026-01-08,Influencer,0
U00285,UK,Female,43,2026-01-22,Referral,0
U00286,Netherlands,Male,23,2026-01-15,Organic Search,0
U00287,France,Female,25,2026-01-02,Organic Search,0
U00288,Spain,Male,29,2026-01-08,Social Media,0
U00289,Spain,Male,36,2026-01-07,Organic Search,1
U00290,Belgium,Male,33,2026-01-30,Influencer,0
U00291,Germany,Male,37,2026-01-21,Social Media,1
U00292,Belgium,Female,31,2026-01-07,Paid Ads,0
U00293,Netherlands,Female,31,2026-01-03,Social Media,0
U00294,UK,Male,35,2026-01-12,Social Media,0
U00295,Belgium,Male,26,2026-02-13,Influencer,0
U00296,Italy,Female,26,2026-02-07,Referral,0
U00297,Italy,Male,31,2026-01-30,Influencer,1
U00298,France,Other,33,2026-02-23,Organic Search,0
U00299,Germany,Female,24,2026-01-15,Referral,0
U00300,France,Female,32,2026-01-15,Social Media,0
U00301,Spain,Female,37,2026-01-04,Social Media,1
U00302,UK,Female,32,2026-02-23,Organic Search,0
U00303,Italy,Male,39,2026-01-20,Organic Search,0
U00304,Italy,Female,30,2026-01-01,App Store,1
U00305,Italy,Male,27,2026-01-08,Organic Search,0
U00306,Sweden,Other,30,2026-01-10,Social Media,0
U00307,Poland,Female,18,2026-01-24,Organic Search,0
U00308,UK,Female,16,2026-01-02,Influencer,0
U00309,Netherlands,Male,38,2026-01-17,Influencer,0
U00310,Italy,Male,42,2026-02-04,Social Media,1
U00311,Germany,Male,32,2026-02-01,Social Media,0
U00312,Germany,Male,34,2026-01-12,Organic Search,0
U00313,Netherlands,Female,20,2026-01-21,App Store,1
U00314,France,Female,40,2026-01-10,Influencer,0
U00315,Germany,Male,28,2026-01-08,Paid Ads,0
U00316,France,Female,16,2026-02-06,Organic Search,0
U00317,France,Female,27,2026-01-12,App Store,0
U00318,Germany,Female,40,2026-01-03,App Store,0
U00319,Belgium,Male,27,2026-01-07,Organic Search,0
U00320,UK,Male,26,2026-01-29,Social Media,0
U00321,Germany,Female,16,2026-01-09,Referral,1
U00322,Spain,Female,34,2026-01-17,Paid Ads,1
U00323,France,Male,33,2026-01-05,Influencer,0
U00324,Austria,Female,19,2026-01-09,Organic Search,0
U00325,UK,Male,29,2026-01-15,Organic Search,0
U00326,Spain,Male,36,2026-01-25,Social Media,1
U00327,France,Female,31,2026-01-13,Social Media,0
U00328,France,Male,34,2026-01-15,App Store,0
U00329,Germany,Female,23,2026-01-04,Social Media,0
U00330,France,Male,22,2026-02-12,Referral,0
U00331,UK,Male,34,2026-01-16,Social Media,1
U00332,Spain,Female,27,2026-01-10,App Store,0
U00333,Germany,Female,34,2026-01-18,Influencer,0
U00334,UK,Female,23,2026-01-16,Organic Search,0
U00335,Italy,Male,25,2026-01-05,Referral,0
U00336,Germany,Male,25,2026-01-20,Organic Search,0
U00337,Italy,Female,27,2026-02-23,Influencer,0
U00338,Germany,Female,31,2026-01-12,Organic Search,1
U00339,Netherlands,Female,32,2026-01-02,App Store,0
U00340,Sweden,Female,30,2026-01-16,App Store,0
U00341,France,Female,16,2026-01-14,Referral,0
U00342,Germany,Female,23,2026-02-04,Organic Search,0
U00343,Germany,Male,39,2026-01-22,Influencer,0
U00344,Sweden,Male,25,2026-02-23,Influencer,1
U00345,Spain,Male,24,2026-01-04,Referral,0
U00346,Sweden,Male,29,2026-01-21,Influencer,0
U00347,UK,Male,31,2026-02-10,App Store,0
U00348,Spain,Male,29,2026-02-17,Influencer,0
U00349,Germany,Male,35,2026-01-16,Social Media,0
U00350,Germany,Male,27,2026-01-01,App Store,0
U00351,UK,Female,31,2026-01-29,App Store,1
U00352,Belgium,Female,26,2026-01-08,Referral,0
U00353,Sweden,Male,30,2026-01-03,Organic Search,1
U00354,France,Male,40,2026-01-19,Social Media,0
U00355,Italy,Male,34,2026-02-14,Organic Search,1
U00356,UK,Female,39,2026-01-01,Influencer,0
U00357,Sweden,Female,21,2026-01-02,Referral,0
U00358,Sweden,Female,29,2026-01-17,Social Media,0
U00359,UK,Male,31,2026-02-14,Social Media,0
U00360,Netherlands,Female,37,2026-01-25,Organic Search,0
U00361,Germany,Male,43,2026-02-23,Influencer,0
U00362,France,Female,26,2026-01-02,Social Media,0
U00363,France,Male,24,2026-02-23,Social Media,0
U00364,Germany,Female,23,2026-01-07,Organic Search,0
U00365,Germany,Male,25,2026-02-02,Influencer,0
U00366,UK,Female,22,2026-01-11,Organic Search,0
U00367,Germany,Male,35,2026-01-14,App Store,0
U00368,Germany,Male,28,2026-01-11,Social Media,0
U00369,Poland,Female,16,2026-02-04,Paid Ads,0
U00370,Germany,Female,34,2026-01-02,Social Media,1
U00371,Netherlands,Female,26,2026-01-13,Social Media,0
U00372,France,Female,21,2026-01-02,Organic Search,0
U00373,Belgium,Female,20,2026-01-19,Organic Search,0
U00374,Poland,Female,37,2026-02-11,App Store,0
U00375,Poland,Male,19,2026-01-01,Social Media,0
U00376,France,Female,28,2026-01-01,Organic Search,0
U00377,UK,Female,34,2026-01-24,Social Media,0
U00378,UK,Male,30,2026-02-01,Social Media,0
U00379,Sweden,Female,27,2026-01-08,Influencer,0
U00380,Netherlands,Female,33,2026-01-24,Social Media,0
U00381,France,Male,25,2026-01-04,Organic Search,0
U00382,Netherlands,Male,33,2026-01-02,Social Media,0
U00383,Spain,Female,19,2026-02-23,Social Media,0
U00384,Germany,Female,23,2026-01-01,Social Media,0
U00385,UK,Male,27,2026-01-04,Organic Search,0
U00386,France,Male,25,2026-02-16,Organic Search,0
U00387,UK,Female,36,2026-02-23,Social Media,0
U00388,UK,Male,30,2026-01-09,Social Media,0
U00389,Netherlands,Female,32,2026-01-12,Social Media,0
U00390,Germany,Male,31,2026-01-09,Social Media,0
U00391,Netherlands,Male,20,2026-01-12,Influencer,0
U00392,France,Other,29,2026-02-12,Influencer,0
U00393,Netherlands,Male,24,2026-01-13,Social Media,0
U00394,Belgium,Female,27,2026-01-26,Social Media,0
U00395,Germany,Female,29,2026-01-07,Referral,0
U00396,Germany,Male,25,2026-02-23,Social Media,0
U00397,Netherlands,Male,21,2026-01-29,Social Media,0
U00398,France,Female,23,2026-02-10,Paid Ads,0
U00399,Sweden,Female,31,2026-01-05,Organic Search,0
U00400,France,Female,28,2026-02-14,Organic Search,0
U00401,France,Female,32,2026-01-01,Social Media,0
U00402,Spain,Female,29,2026-01-03,Social Media,0
U00403,Italy,Male,34,2026-01-07,Organic Search,0
U00404,Sweden,Female,31,2026-01-04,App Store,0
U00405,Spain,Female,30,2026-01-02,Social Media,1
U00406,France,Male,35,2026-01-02,Social Media,1
U00407,Italy,Female,16,2026-01-02,Social Media,0
U00408,Spain,Male,29,2026-01-02,Social Media,0
U00409,UK,Male,33,2026-01-08,Social Media,0
U00410,Netherlands,Other,26,2026-01-19,Social Media,0
U00411,Germany,Female,16,2026-01-18,Influencer,1
U00412,Spain,Male,29,2026-01-26,Referral,0
U00413,Netherlands,Female,30,2026-01-07,Social Media,0
U00414,Germany,Female,24,2026-01-02,App Store,0
U00415,Germany,Female,25,2026-02-06,Organic Search,0
U00416,Italy,Male,29,2026-01-03,Social Media,0
U00417,Sweden,Male,29,2026-01-12,Referral,0
U00418,Belgium,Male,29,2026-01-24,Social Media,0
U00419,Netherlands,Female,34,2026-02-23,App Store,0
U00420,Spain,Male,36,2026-01-03,App Store,0
U00421,Germany,Male,28,2026-01-12,Social Media,0
U00422,UK,Male,32,2026-01-02,App Store,0
U00423,Sweden,Female,32,2026-01-13,Referral,0
U00424,Spain,Female,20,2026-01-07,Organic Search,0
U00425,Spain,Male,19,2026-01-25,Organic Search,0
U00426,UK,Male,39,2026-01-02,Organic Search,0
U00427,UK,Female,26,2026-01-14,Social Media,0
U00428,Netherlands,Male,21,2026-01-13,Paid Ads,0
U00429,Spain,Male,33,2026-01-15,Paid Ads,0
U00430,Germany,Female,33,2026-02-02,Organic Search,0
U00431,Germany,Male,28,2026-01-09,Social Media,1
U00432,UK,Female,38,2026-02-23,Referral,1
U00433,Poland,Female,26,2026-01-11,Social Media,1
U00434,UK,Male,38,2026-01-14,App Store,0
U00435,Germany,Female,28,2026-02-23,Organic Search,0
U00436,UK,Male,29,2026-01-04,Influencer,0
U00437,Netherlands,Male,31,2026-01-10,Influencer,0
U00438,UK,Female,35,2026-01-07,Social Media,0
U00439,Spain,Male,22,2026-01-03,Paid Ads,0
U00440,UK,Female,42,2026-01-23,Organic Search,0
U00441,Italy,Male,16,2026-01-01,Organic Search,0
U00442,Germany,Male,38,2026-02-07,Paid Ads,0
U00443,Sweden,Male,16,2026-01-12,Influencer,1
U00444,Netherlands,Other,31,2026-01-05,App Store,0
U00445,Belgium,Female,30,2026-01-29,Organic Search,0
U00446,Spain,Male,28,2026-01-21,Influencer,1
U00447,Netherlands,Female,25,2026-01-01,Social Media,0
U00448,UK,Female,27,2026-01-06,Social Media,0
U00449,Spain,Male,24,2026-01-14,Influencer,1
U00450,UK,Male,27,2026-02-20,Paid Ads,1
U00451,Italy,Male,37,2026-02-20,Paid Ads,0
U00452,UK,Female,23,2026-01-06,Influencer,0
U00453,Spain,Male,28,2026-01-05,Organic Search,1
U00454,Germany,Female,21,2026-01-07,Paid Ads,0
U00455,France,Female,39,2026-01-07,Social Media,0
U00456,Belgium,Female,28,2026-01-11,App Store,0
U00457,France,Male,19,2026-01-09,Referral,0
U00458,Germany,Male,30,2026-02-23,Social Media,0
U00459,Italy,Female,36,2026-01-30,Influencer,1
U00460,Sweden,Female,20,2026-01-07,Social Media,1
U00461,Germany,Female,23,2026-02-23,Organic Search,0
U00462,UK,Male,28,2026-01-01,App Store,0
U00463,UK,Female,32,2026-01-11,Social Media,0
U00464,Spain,Female,31,2026-01-05,Social Media,0
U00465,Italy,Other,23,2026-01-18,Influencer,1
U00466,France,Female,37,2026-01-04,App Store,0
U00467,Belgium,Male,32,2026-01-08,App Store,0
U00468,Germany,Female,17,2026-01-15,Social Media,0
U00469,Sweden,Female,25,2026-02-20,Influencer,0
U00470,Sweden,Male,40,2026-02-02,Organic Search,0
U00471,UK,Other,31,2026-01-26,Influencer,0
U00472,France,Male,33,2026-01-04,App Store,0
U00473,UK,Male,17,2026-01-25,App Store,0
U00474,Belgium,Male,25,2026-01-15,App Store,0
U00475,Germany,Female,16,2026-01-03,Referral,0
U00476,UK,Male,35,2026-02-11,Influencer,0
U00477,UK,Female,36,2026-02-17,Organic Search,0
U00478,Germany,Female,29,2026-01-07,Social Media,0
U00479,Netherlands,Male,23,2026-01-02,App Store,0
U00480,France,Female,38,2026-01-09,Organic Search,0
U00481,Belgium,Female,35,2026-01-05,Social Media,0
U00482,Germany,Male,38,2026-01-07,Social Media,0
U00483,Germany,Female,26,2026-01-27,App Store,0
U00484,UK,Male,21,2026-01-07,Organic Search,0
U00485,UK,Male,29,2026-01-19,Organic Search,1
U00486,Belgium,Male,28,2026-01-02,Influencer,0
U00487,Netherlands,Male,33,2026-01-25,Influencer,0
U00488,UK,Female,19,2026-02-10,Paid Ads,0
U00489,Germany,Female,31,2026-01-05,Influencer,0
U00490,Spain,Male,30,2026-01-01,Influencer,0
U00491,France,Female,35,2026-01-05,Influencer,0
U00492,Germany,Male,25,2026-01-12,Organic Search,0
U00493,Poland,Male,24,2026-01-26,Organic Search,0
U00494,Netherlands,Female,16,2026-01-06,App Store,1
U00495,Germany,Female,22,2026-01-07,Organic Search,1
U00496,France,Female,23,2026-01-19,Influencer,1
U00497,Belgium,Female,31,2026-02-23,Social Media,0
U00498,Netherlands,Female,31,2026-01-27,Social Media,1
U00499,UK,Female,35,2026-01-07,Social Media,0
U00500,Spain,Female,44,2026-01-13,Influencer,0
U00501,Spain,Male,41,2026-02-23,Organic Search,0
U00502,UK,Male,22,2026-01-01,Social Media,0
U00503,Germany,Female,24,2026-01-22,Social Media,0
U00504,Germany,Male,38,2026-01-05,Influencer,0
U00505,Italy,Female,25,2026-01-08,Organic Search,0
U00506,France,Male,23,2026-01-09,Referral,0
U00507,UK,Female,27,2026-01-09,Social Media,0
U00508,Sweden,Male,30,2026-01-10,Influencer,0
U00509,Germany,Female,34,2026-02-09,App Store,0
U00510,Netherlands,Male,31,2026-01-23,Organic Search,0
U00511,UK,Male,34,2026-01-15,Organic Search,1
U00512,Germany,Male,34,2026-02-14,Organic Search,0
U00513,Germany,Male,44,2026-01-06,Organic Search,0
U00514,UK,Male,31,2026-02-23,Influencer,0
U00515,France,Male,41,2026-01-25,Organic Search,0
