user_id,activity_date,sessions,session_duration_min,workouts_completed,ai_coach_used,training_plan_accessed,calories_burned,active_minutes,steps_recorded,registration_date,days_since_reg,week_number,day_of_week,is_weekend
U00005,2026-03-01,1,26.9,1,0,1,335,38,0,2026-01-18,42,9,Sunday,1
U00006,2026-02-27,3,10.5,2,0,0,308,47,0,2026-02-23,4,9,Friday,0
U00006,2026-03-01,1,23.5,1,0,0,399,36,0,2026-02-23,6,9,Sunday,1
U00007,2026-01-03,2,21.4,0,1,1,64,15,0,2026-01-03,0,1,Saturday,1
U00007,2026-01-04,1,26.9,2,1,0,822,58,7085,2026-01-03,1,1,Sunday,1
U00007,2026-01-05,2,22.0,1,1,1,170,35,0,2026-01-03,2,2,Monday,0
U00007,2026-01-06,2,17.2,0,1,1,51,12,6675,2026-01-03,3,2,Tuesday,0
U00007,2026-01-08,1,36.5,1,1,0,174,45,7557,2026-01-03,5,2,Thursday,0
U00007,2026-01-09,1,32.2,1,1,1,324,42,0,2026-01-03,6,2,Friday,0
U00007,2026-01-10,1,40.3,1,1,0,310,48,6185,2026-01-03,7,2,Saturday,1
U00007,2026-01-12,2,13.7,1,0,0,248,29,0,2026-01-03,9,3,Monday,0
U00007,2026-01-13,1,23.4,1,0,0,183,36,0,2026-01-03,10,3,Tuesday,0
U00007,2026-01-14,1,20.9,1,0,0,310,34,9580,2026-01-03,11,3,Wednesday,0
U00007,2026-01-15,2,65.8,0,0,1,197,46,0,2026-01-03,12,3,Thursday,0
U00007,2026-01-16,1,20.3,1,0,1,669,34,0,2026-01-03,13,3,Friday,0
U00007,2026-01-17,1,39.1,2,1,1,637,67,3640,2026-01-03,14,3,Saturday,1
U00007,2026-01-20,1,34.3,2,0,0,915,64,9720,2026-01-03,17,4,Tuesday,0
U00007,2026-01-21,1,57.3,3,0,0,681,100,4900,2026-01-03,18,4,Wednesday,0
U00007,2026-01-22,2,32.2,0,0,1,96,22,0,2026-01-03,19,4,Thursday,0
U00007,2026-01-23,2,21.6,1,0,0,372,35,6426,2026-01-03,20,4,Friday,0
U00007,2026-01-24,2,40.3,0,0,0,120,28,8184,2026-01-03,21,4,Saturday,1
U00007,2026-01-26,2,12.7,1,0,0,383,28,0,2026-01-03,23,5,Monday,0
U00007,2026-01-27,1,26.8,1,1,0,380,38,0,2026-01-03,24,5,Tuesday,0
U00007,2026-01-28,1,33.3,1,0,1,360,43,0,2026-01-03,25,5,Wednesday,0
U00007,2026-01-29,1,21.6,1,1,0,292,35,0,2026-01-03,26,5,Thursday,0
U00007,2026-01-31,2,47.2,0,1,1,141,33,4928,2026-01-03,28,5,Saturday,1
U00007,2026-02-02,2,49.7,0,0,0,148,34,0,2026-01-03,30,6,Monday,0
U00007,2026-02-03,1,49.7,3,0,1,1023,94,7573,2026-01-03,31,6,Tuesday,0
U00007,2026-02-04,1,16.5,2,0,0,390,51,2066,2026-01-03,32,6,Wednesday,0
U00007,2026-02-06,2,31.5,2,1,1,488,62,0,2026-01-03,34,6,Friday,0
U00007,2026-02-13,1,31.9,1,0,1,442,42,0,2026-01-03,41,7,Friday,0
U00007,2026-02-16,1,24.1,2,1,1,613,56,7857,2026-01-03,44,8,Monday,0
U00007,2026-02-17,2,24.8,2,0,0,649,57,0,2026-01-03,45,8,Tuesday,0
U00007,2026-02-19,1,34.7,1,0,1,499,44,0,2026-01-03,47,8,Thursday,0
U00007,2026-02-20,1,18.3,1,0,1,417,32,7758,2026-01-03,48,8,Friday,0
U00007,2026-02-21,3,48.0,1,1,0,328,53,3562,2026-01-03,49,8,Saturday,1
U00007,2026-02-25,2,20.3,1,0,1,411,34,0,2026-01-03,53,9,Wednesday,0
U00007,2026-02-28,1,10.3,2,0,1,719,47,7684,2026-01-03,56,9,Saturday,1
U00008,2026-01-25,1,12.5,1,0,0,192,28,0,2026-01-22,3,4,Sunday,1
U00008,2026-01-26,1,20.1,1,0,0,235,34,0,2026-01-22,4,5,Monday,0
U00008,2026-01-28,2,8.7,1,0,1,322,26,0,2026-01-22,6,5,Wednesday,0
U00008,2026-01-31,1,13.1,2,0,0,512,49,6283,2026-01-22,9,5,Saturday,1
U00008,2026-02-07,2,25.3,1,0,1,300,37,0,2026-01-22,16,6,Saturday,1
U00008,2026-02-14,1,32.1,2,0,0,651,62,0,2026-01-22,23,7,Saturday,1
U00008,2026-02-15,2,38.5,0,1,1,115,26,2970,2026-01-22,24,7,Sunday,1
U00008,2026-02-17,1,34.0,3,0,0,856,83,0,2026-01-22,26,8,Tuesday,0
U00008,2026-02-19,1,12.7,1,0,1,121,28,0,2026-01-22,28,8,Thursday,0
U00008,2026-02-20,1,21.8,1,1,1,394,35,9356,2026-01-22,29,8,Friday,0
U00008,2026-02-23,1,19.3,1,0,0,268,33,8270,2026-01-22,32,9,Monday,0
U00008,2026-02-26,3,48.0,1,1,0,447,53,4803,2026-01-22,35,9,Thursday,0
U00008,2026-02-27,1,5.9,1,0,1,214,24,4051,2026-01-22,36,9,Friday,0
U00009,2026-01-02,1,11.8,3,0,1,590,68,0,2026-01-02,0,1,Friday,0
U00009,2026-01-03,2,26.3,3,0,1,867,78,1760,2026-01-02,1,1,Saturday,1
U00009,2026-01-04,1,67.5,1,1,1,511,67,9250,2026-01-02,2,1,Sunday,1
U00009,2026-01-06,1,41.2,2,0,0,728,68,0,2026-01-02,4,2,Tuesday,0
U00009,2026-01-07,1,58.2,1,1,1,387,60,6136,2026-01-02,5,2,Wednesday,0
U00009,2026-01-08,1,21.1,1,1,1,404,34,3506,2026-01-02,6,2,Thursday,0
U00009,2026-01-09,1,31.3,1,0,0,391,41,0,2026-01-02,7,2,Friday,0
U00009,2026-01-10,1,25.4,1,1,0,206,37,0,2026-01-02,8,2,Saturday,1
U00009,2026-01-11,2,75.9,0,1,1,227,53,0,2026-01-02,9,2,Sunday,1
U00009,2026-01-14,3,17.9,0,1,0,53,12,0,2026-01-02,12,3,Wednesday,0
U00009,2026-01-15,1,33.0,1,1,0,409,43,0,2026-01-02,13,3,Thursday,0
U00009,2026-01-16,1,33.0,1,1,0,422,43,0,2026-01-02,14,3,Friday,0
U00009,2026-01-22,1,35.0,2,1,1,591,64,7118,2026-01-02,20,4,Thursday,0
U00009,2026-01-23,1,23.4,1,0,0,221,36,0,2026-01-02,21,4,Friday,0
U00009,2026-01-25,1,21.8,1,0,1,260,35,0,2026-01-02,23,4,Sunday,1
U00009,2026-01-28,1,16.6,1,1,0,361,31,4822,2026-01-02,26,5,Wednesday,0
U00009,2026-01-29,1,22.4,1,0,1,309,35,9155,2026-01-02,27,5,Thursday,0
U00009,2026-01-30,2,123.5,1,0,0,504,106,0,2026-01-02,28,5,Friday,0
U00009,2026-02-01,2,18.9,1,0,0,426,33,0,2026-01-02,30,5,Sunday,1
U00009,2026-02-03,1,8.3,1,0,1,377,25,0,2026-01-02,32,6,Tuesday,0
U00009,2026-02-05,3,23.4,0,0,0,70,16,0,2026-01-02,34,6,Thursday,0
U00009,2026-02-07,1,29.1,1,1,1,370,40,0,2026-01-02,36,6,Saturday,1
U00009,2026-02-12,1,24.4,1,0,0,404,37,0,2026-01-02,41,7,Thursday,0
U00009,2026-02-13,1,18.2,2,0,1,544,52,0,2026-01-02,42,7,Friday,0
U00009,2026-02-14,1,18.2,2,0,1,411,52,0,2026-01-02,43,7,Saturday,1
U00009,2026-02-16,1,33.4,2,0,1,683,63,0,2026-01-02,45,8,Monday,0
U00009,2026-02-17,1,20.3,1,0,1,353,34,9251,2026-01-02,46,8,Tuesday,0
U00009,2026-02-21,2,39.4,0,1,1,118,27,6641,2026-01-02,50,8,Saturday,1
U00009,2026-02-24,1,41.7,1,1,0,222,49,0,2026-01-02,53,9,Tuesday,0
U00009,2026-02-25,2,26.1,2,0,0,683,58,0,2026-01-02,54,9,Wednesday,0
U00010,2026-01-07,1,9.5,1,0,0,233,26,0,2026-01-07,0,2,Wednesday,0
U00010,2026-01-08,1,30.8,1,0,0,366,41,0,2026-01-07,1,2,Thursday,0
U00010,2026-01-11,1,6.7,3,1,1,777,64,0,2026-01-07,4,2,Sunday,1
U00010,2026-01-13,1,38.6,1,0,0,447,47,0,2026-01-07,6,3,Tuesday,0
U00010,2026-01-16,2,10.2,2,0,0,373,47,0,2026-01-07,9,3,Friday,0
U00010,2026-01-17,1,29.2,1,0,0,316,40,0,2026-01-07,10,3,Saturday,1
U00010,2026-01-24,2,25.5,1,1,0,450,37,0,2026-01-07,17,4,Saturday,1
U00010,2026-01-26,3,35.8,0,0,0,107,25,8307,2026-01-07,19,5,Monday,0
U00010,2026-01-27,1,40.4,1,1,1,516,48,8776,2026-01-07,20,5,Tuesday,0
U00010,2026-02-01,3,28.9,0,0,0,86,20,0,2026-01-07,25,5,Sunday,1
U00010,2026-02-04,1,65.7,1,0,0,429,65,0,2026-01-07,28,6,Wednesday,0
U00010,2026-02-14,2,29.8,1,0,0,370,40,0,2026-01-07,38,7,Saturday,1
U00010,2026-02-15,2,16.8,1,0,0,296,31,4736,2026-01-07,39,7,Sunday,1
U00010,2026-02-23,1,31.1,1,1,0,349,41,4447,2026-01-07,47,9,Monday,0
U00010,2026-02-26,3,13.4,1,0,1,317,29,6911,2026-01-07,50,9,Thursday,0
U00011,2026-01-02,2,14.4,0,0,1,50,10,0,2026-01-02,0,1,Friday,0
U00011,2026-01-08,2,10.1,1,0,0,296,27,0,2026-01-02,6,2,Thursday,0
U00011,2026-01-11,1,8.7,1,0,0,257,26,8378,2026-01-02,9,2,Sunday,1
U00011,2026-01-12,1,9.6,1,0,1,338,26,2928,2026-01-02,10,3,Monday,0
U00011,2026-01-16,2,16.8,2,0,0,516,51,0,2026-01-02,14,3,Friday,0
U00011,2026-01-17,1,34.8,2,1,0,594,64,0,2026-01-02,15,3,Saturday,1
U00011,2026-01-19,1,15.4,1,0,1,306,30,0,2026-01-02,17,4,Monday,0
U00011,2026-01-21,1,19.6,1,0,0,218,33,9595,2026-01-02,19,4,Wednesday,0
U00011,2026-01-24,2,23.2,1,0,1,478,36,0,2026-01-02,22,4,Saturday,1
U00011,2026-01-25,3,14.5,0,1,0,50,10,0,2026-01-02,23,4,Sunday,1
U00011,2026-01-29,2,44.0,1,0,1,576,50,0,2026-01-02,27,5,Thursday,0
U00011,2026-01-31,1,43.9,1,1,0,343,50,1095,2026-01-02,29,5,Saturday,1
U00011,2026-02-05,1,23.4,1,1,0,305,36,3466,2026-01-02,34,6,Thursday,0
U00011,2026-02-06,1,12.3,1,0,0,253,28,0,2026-01-02,35,6,Friday,0
U00011,2026-02-08,2,7.2,1,1,1,354,25,0,2026-01-02,37,6,Sunday,1
U00011,2026-02-09,1,25.7,1,1,1,453,37,0,2026-01-02,38,7,Monday,0
U00011,2026-02-12,2,37.9,1,0,0,297,46,0,2026-01-02,41,7,Thursday,0
U00011,2026-02-13,1,14.3,1,0,0,450,30,3910,2026-01-02,42,7,Friday,0
U00011,2026-02-16,1,9.4,2,0,1,461,46,0,2026-01-02,45,8,Monday,0
U00011,2026-02-17,1,18.1,1,1,0,311,32,0,2026-01-02,46,8,Tuesday,0
U00011,2026-02-18,1,8.7,2,0,0,566,46,0,2026-01-02,47,8,Wednesday,0
U00011,2026-02-21,1,17.2,1,1,0,195,32,7076,2026-01-02,50,8,Saturday,1
U00012,2026-02-03,1,21.4,1,0,1,329,34,2215,2026-02-03,0,6,Tuesday,0
U00012,2026-02-04,1,8.0,2,0,1,478,45,6562,2026-02-03,1,6,Wednesday,0
U00012,2026-02-13,1,15.1,1,0,0,392,30,0,2026-02-03,10,7,Friday,0
U00012,2026-02-20,1,22.5,1,1,1,487,35,0,2026-02-03,17,8,Friday,0
U00012,2026-02-21,1,62.4,1,0,0,542,63,0,2026-02-03,18,8,Saturday,1
U00012,2026-02-23,2,15.7,1,1,0,260,30,0,2026-02-03,20,9,Monday,0
U00012,2026-02-24,1,18.2,1,0,0,160,32,9078,2026-02-03,21,9,Tuesday,0
U00012,2026-02-25,1,23.6,1,0,0,370,36,6541,2026-02-03,22,9,Wednesday,0
U00012,2026-02-27,1,7.4,1,0,1,352,25,0,2026-02-03,24,9,Friday,0
U00012,2026-02-28,2,26.4,1,1,0,355,38,0,2026-02-03,25,9,Saturday,1
U00013,2026-02-10,1,28.0,1,0,0,387,39,0,2026-02-09,1,7,Tuesday,0
U00013,2026-02-12,1,23.8,1,0,0,238,36,4207,2026-02-09,3,7,Thursday,0
U00013,2026-02-13,1,36.9,2,0,0,387,65,3188,2026-02-09,4,7,Friday,0
U00013,2026-02-16,1,14.8,1,0,0,290,30,0,2026-02-09,7,8,Monday,0
U00013,2026-02-17,2,35.2,0,0,0,105,24,6862,2026-02-09,8,8,Tuesday,0
U00013,2026-02-24,2,13.5,1,0,0,314,29,0,2026-02-09,15,9,Tuesday,0
U00013,2026-02-26,1,23.5,1,0,1,340,36,0,2026-02-09,17,9,Thursday,0
U00013,2026-03-01,2,17.4,1,0,0,215,32,0,2026-02-09,20,9,Sunday,1
U00014,2026-01-08,2,34.9,0,0,1,104,24,0,2026-01-08,0,2,Thursday,0
U00014,2026-01-11,1,32.5,1,0,0,234,42,5791,2026-01-08,3,2,Sunday,1
U00014,2026-01-12,2,20.2,0,0,0,60,14,4883,2026-01-08,4,3,Monday,0
U00014,2026-01-13,1,42.0,1,0,0,372,49,0,2026-01-08,5,3,Tuesday,0
U00014,2026-01-17,2,16.6,1,0,0,351,31,10707,2026-01-08,9,3,Saturday,1
U00014,2026-01-19,1,15.8,2,0,0,487,51,3585,2026-01-08,11,4,Monday,0
U00014,2026-01-20,1,20.2,1,0,0,274,34,0,2026-01-08,12,4,Tuesday,0
U00014,2026-01-25,3,24.2,0,0,1,72,16,0,2026-01-08,17,4,Sunday,1
U00014,2026-01-27,1,21.9,1,0,0,347,35,7624,2026-01-08,19,5,Tuesday,0
U00014,2026-01-28,2,43.8,1,0,0,377,50,6844,2026-01-08,20,5,Wednesday,0
U00014,2026-01-29,1,27.7,1,0,1,366,39,0,2026-01-08,21,5,Thursday,0
U00014,2026-01-31,2,18.3,1,0,0,378,32,8272,2026-01-08,23,5,Saturday,1
U00014,2026-02-01,1,18.8,1,0,0,344,33,4949,2026-01-08,24,5,Sunday,1
U00014,2026-02-04,2,25.1,1,1,0,272,37,7206,2026-01-08,27,6,Wednesday,0
U00014,2026-02-05,2,24.3,1,0,0,355,37,0,2026-01-08,28,6,Thursday,0
U00014,2026-02-09,1,34.9,1,1,0,400,44,6254,2026-01-08,32,7,Monday,0
U00014,2026-02-15,3,26.2,2,0,0,540,58,0,2026-01-08,38,7,Sunday,1
U00014,2026-02-24,2,32.2,1,0,0,567,42,9177,2026-01-08,47,9,Tuesday,0
U00014,2026-02-25,2,24.1,2,0,1,167,56,0,2026-01-08,48,9,Wednesday,0
U00015,2026-01-30,2,18.6,1,0,0,286,33,3678,2026-01-29,1,5,Friday,0
U00015,2026-01-31,1,20.8,2,1,0,631,54,5677,2026-01-29,2,5,Saturday,1
U00015,2026-02-02,1,17.2,1,0,0,412,32,0,2026-01-29,4,6,Monday,0
U00015,2026-02-03,1,22.5,1,0,0,345,35,0,2026-01-29,5,6,Tuesday,0
U00015,2026-02-12,1,17.1,1,0,0,304,31,0,2026-01-29,14,7,Thursday,0
U00015,2026-02-15,1,18.0,1,0,1,263,32,0,2026-01-29,17,7,Sunday,1
U00015,2026-02-17,1,16.7,1,0,0,285,31,0,2026-01-29,19,8,Tuesday,0
U00015,2026-02-18,1,10.5,3,0,0,720,67,0,2026-01-29,20,8,Wednesday,0
U00015,2026-02-21,2,53.3,1,1,1,341,57,0,2026-01-29,23,8,Saturday,1
U00015,2026-02-22,2,23.7,1,0,0,463,36,0,2026-01-29,24,8,Sunday,1
U00015,2026-02-26,1,27.1,1,1,0,233,38,8602,2026-01-29,28,9,Thursday,0
U00015,2026-02-28,1,31.2,2,0,1,903,61,0,2026-01-29,30,9,Saturday,1
U00016,2026-01-12,3,18.9,3,0,0,740,73,6380,2026-01-12,0,3,Monday,0
U00016,2026-01-13,1,13.3,1,0,0,309,29,4139,2026-01-12,1,3,Tuesday,0
U00016,2026-01-14,1,15.1,2,1,0,810,50,0,2026-01-12,2,3,Wednesday,0
U00016,2026-01-15,1,23.0,2,0,1,412,56,8572,2026-01-12,3,3,Thursday,0
U00016,2026-01-17,1,39.8,1,0,1,396,47,0,2026-01-12,5,3,Saturday,1
U00016,2026-01-18,2,38.6,1,1,0,417,47,0,2026-01-12,6,3,Sunday,1
U00016,2026-01-19,2,51.0,2,0,1,683,75,0,2026-01-12,7,4,Monday,0
U00016,2026-01-20,2,12.9,2,0,1,472,49,0,2026-01-12,8,4,Tuesday,0
U00016,2026-01-22,1,35.2,1,0,1,362,44,5164,2026-01-12,10,4,Thursday,0
U00016,2026-01-23,1,14.4,2,0,1,824,50,0,2026-01-12,11,4,Friday,0
U00016,2026-01-24,1,21.3,1,0,0,380,34,7804,2026-01-12,12,4,Saturday,1
U00016,2026-01-25,1,59.3,1,0,0,418,61,0,2026-01-12,13,4,Sunday,1
U00016,2026-01-28,1,27.4,2,1,0,518,59,4720,2026-01-12,16,5,Wednesday,0
U00016,2026-01-29,2,62.0,0,0,1,186,43,0,2026-01-12,17,5,Thursday,0
U00016,2026-02-01,1,20.9,1,0,0,424,34,0,2026-01-12,20,5,Sunday,1
U00016,2026-02-03,1,45.4,2,1,0,606,71,0,2026-01-12,22,6,Tuesday,0
U00016,2026-02-04,1,12.6,2,1,0,183,48,4172,2026-01-12,23,6,Wednesday,0
U00016,2026-02-05,2,45.4,2,1,1,526,71,0,2026-01-12,24,6,Thursday,0
U00016,2026-02-06,1,23.7,1,0,1,385,36,0,2026-01-12,25,6,Friday,0
U00016,2026-02-07,1,15.7,1,0,1,234,31,0,2026-01-12,26,6,Saturday,1
U00016,2026-02-08,2,12.2,1,0,0,244,28,0,2026-01-12,27,6,Sunday,1
U00016,2026-02-09,1,25.1,1,1,1,343,37,0,2026-01-12,28,7,Monday,0
U00016,2026-02-10,1,40.0,2,0,0,590,68,0,2026-01-12,29,7,Tuesday,0
U00016,2026-02-11,3,36.1,3,0,0,953,85,0,2026-01-12,30,7,Wednesday,0
U00016,2026-02-13,1,29.2,1,1,1,374,40,0,2026-01-12,32,7,Friday,0
