user_id,activity_date,sessions,session_duration_min,workouts_completed,ai_coach_used,training_plan_accessed,calories_burned,active_minutes,steps_recorded
U00008,2026-02-07,2,25.3,1,0,1,300,37,0
U00008,2026-02-14,1,32.1,2,0,0,651,62,0
U00008,2026-02-15,2,38.5,0,1,1,115,26,2970
U00008,2026-02-17,1,34.0,3,0,0,856,83,0
U00008,2026-02-19,1,12.7,1,0,1,121,28,0
U00008,2026-02-20,1,21.8,1,1,1,394,35,9356
U00008,2026-02-23,1,19.3,1,0,0,268,33,8270
U00008,2026-02-26,3,48.0,1,1,0,447,53,4803
U00008,2026-02-27,1,5.9,1,0,1,214,24,4051
U00009,2026-01-02,1,11.8,3,0,1,590,68,0
U00009,2026-01-03,2,26.3,3,0,1,867,78,1760
U00009,2026-01-04,1,67.5,1,1,1,511,67,9250
U00009,2026-01-06,1,41.2,2,0,0,728,68,0
U00009,2026-01-07,1,58.2,1,1,1,387,60,6136
U00009,2026-01-08,1,21.1,1,1,1,404,34,3506
U00009,2026-01-09,1,31.3,1,0,0,391,41,0
U00009,2026-01-10,1,25.4,1,1,0,206,37,0
U00009,2026-01-11,2,75.9,0,1,1,227,53,0
U00009,2026-01-14,3,17.9,0,1,0,53,12,0
U00009,2026-01-15,1,33.0,1,1,0,409,43,0
U00009,2026-01-16,1,33.0,1,1,0,422,43,0
U00009,2026-01-22,1,35.0,2,1,1,591,64,7118
U00009,2026-01-23,1,23.4,1,0,0,221,36,0
U00009,2026-01-25,1,21.8,1,0,1,260,35,0
U00009,2026-01-28,1,16.6,1,1,0,361,31,4822
U00009,2026-01-29,1,22.4,1,0,1,309,35,9155
U00009,2026-01-30,2,123.5,1,0,0,504,106,0
U00009,2026-02-01,2,18.9,1,0,0,426,33,0
U00009,2026-02-03,1,8.3,1,0,1,377,25,0
U00009,2026-02-05,3,23.4,0,0,0,70,16,0
U00009,2026-02-07,1,29.1,1,1,1,370,40,0
U00009,2026-02-12,1,24.4,1,0,0,404,37,0
U00009,2026-02-13,1,18.2,2,0,1,544,52,0
U00009,2026-02-14,1,18.2,2,0,1,411,52,0
U00009,2026-02-16,1,33.4,2,0,1,683,63,0
U00009,2026-02-17,1,20.3,1,0,1,353,34,9251
U00009,2026-02-21,2,39.4,0,1,1,118,27,6641
U00009,2026-02-24,1,41.7,1,1,0,222,49,0
U00009,2026-02-25,2,26.1,2,0,0,683,58,0
U00010,2026-01-07,1,9.5,1,0,0,233,26,0
U00010,2026-01-08,1,30.8,1,0,0,366,41,0
U00010,2026-01-11,1,6.7,3,1,1,777,64,0
U00010,2026-01-13,1,38.6,1,0,0,447,47,0
U00010,2026-01-16,2,10.2,2,0,0,373,47,0
U00010,2026-01-17,1,29.2,1,0,0,316,40,0
U00010,2026-01-24,2,25.5,1,1,0,450,37,0
U00010,2026-01-26,3,35.8,0,0,0,107,25,8307
U00010,2026-01-27,1,40.4,1,1,1,516,48,8776
U00010,2026-02-01,3,28.9,0,0,0,86,20,0
U00010,2026-02-04,1,65.7,1,0,0,429,65,0
U00010,2026-02-14,2,29.8,1,0,0,370,40,0
U00010,2026-02-15,2,16.8,1,0,0,296,31,4736
U00010,2026-02-23,1,31.1,1,1,0,349,41,4447
U00010,2026-02-26,3,13.4,1,0,1,317,29,6911
U00011,2026-01-02,2,14.4,0,0,1,50,10,0
U00011,2026-01-08,2,10.1,1,0,0,296,27,0
U00011,2026-01-11,1,8.7,1,0,0,257,26,8378
U00011,2026-01-12,1,9.6,1,0,1,338,26,2928
U00011,2026-01-16,2,16.8,2,0,0,516,51,0
U00011,2026-01-17,1,34.8,2,1,0,594,64,0
U00011,2026-01-19,1,15.4,1,0,1,306,30,0
U00011,2026-01-21,1,19.6,1,0,0,218,33,9595
U00011,2026-01-24,2,23.2,1,0,1,478,36,0
U00011,2026-01-25,3,14.5,0,1,0,50,10,0
U00011,2026-01-29,2,44.0,1,0,1,576,50,0
U00011,2026-01-31,1,43.9,1,1,0,343,50,1095
U00011,2026-02-05,1,23.4,1,1,0,305,36,3466
U00011,2026-02-06,1,12.3,1,0,0,253,28,0
U00011,2026-02-08,2,7.2,1,1,1,354,25,0
U00011,2026-02-09,1,25.7,1,1,1,453,37,0
U00011,2026-02-12,2,37.9,1,0,0,297,46,0
U00011,2026-02-13,1,14.3,1,0,0,450,30,3910
U00011,2026-02-16,1,9.4,2,0,1,461,46,0
U00011,2026-02-17,1,18.1,1,1,0,311,32,0
U00011,2026-02-18,1,8.7,2,0,0,566,46,0
U00011,2026-02-21,1,17.2,1,1,0,195,32,7076
U00012,2026-02-03,1,21.4,1,0,1,329,34,2215
U00012,2026-02-04,1,8.0,2,0,1,478,45,6562
U00012,2026-02-13,1,15.1,1,0,0,392,30,0
U00012,2026-02-20,1,22.5,1,1,1,487,35,0
U00012,2026-02-21,1,62.4,1,0,0,542,63,0
U00012,2026-02-23,2,15.7,1,1,0,260,30,0
U00012,2026-02-24,1,18.2,1,0,0,160,32,9078
U00012,2026-02-25,1,23.6,1,0,0,370,36,6541
U00012,2026-02-27,1,7.4,1,0,1,352,25,0
U00012,2026-02-28,2,26.4,1,1,0,355,38,0
U00013,2026-02-10,1,28.0,1,0,0,387,39,0
U00013,2026-02-12,1,23.8,1,0,0,238,36,4207
U00013,2026-02-13,1,36.9,2,0,0,387,65,3188
U00013,2026-02-16,1,14.8,1,0,0,290,30,0
U00013,2026-02-17,2,35.2,0,0,0,105,24,6862
U00013,2026-02-24,2,13.5,1,0,0,314,29,0
U00013,2026-02-26,1,23.5,1,0,1,340,36,0
U00013,2026-03-01,2,17.4,1,0,0,215,32,0
U00014,2026-01-08,2,34.9,0,0,1,104,24,0
U00014,2026-01-11,1,32.5,1,0,0,234,42,5791
U00014,2026-01-12,2,20.2,0,0,0,60,14,4883
U00014,2026-01-13,1,42.0,1,0,0,372,49,0
U00014,2026-01-17,2,16.6,1,0,0,351,31,10707
U00014,2026-01-19,1,15.8,2,0,0,487,51,3585
U00014,2026-01-20,1,20.2,1,0,0,274,34,0
U00014,2026-01-25,3,24.2,0,0,1,72,16,0
U00014,2026-01-27,1,21.9,1,0,0,347,35,7624
U00014,2026-01-28,2,43.8,1,0,0,377,50,6844
U00014,2026-01-29,1,27.7,1,0,1,366,39,0
U00014,2026-01-31,2,18.3,1,0,0,378,32,8272
U00014,2026-02-01,1,18.8,1,0,0,344,33,4949
U00014,2026-02-04,2,25.1,1,1,0,272,37,7206
U00014,2026-02-05,2,24.3,1,0,0,355,37,0
U00014,2026-02-09,1,34.9,1,1,0,400,44,6254
U00014,2026-02-15,3,26.2,2,0,0,540,58,0
U00014,2026-02-24,2,32.2,1,0,0,567,42,9177
U00014,2026-02-25,2,24.1,2,0,1,167,56,0
U00015,2026-01-30,2,18.6,1,0,0,286,33,3678
U00015,2026-01-31,1,20.8,2,1,0,631,54,5677
U00015,2026-02-02,1,17.2,1,0,0,412,32,0
U00015,2026-02-03,1,22.5,1,0,0,345,35,0
U00015,2026-02-12,1,17.1,1,0,0,304,31,0
U00015,2026-02-15,1,18.0,1,0,1,263,32,0
U00015,2026-02-17,1,16.7,1,0,0,285,31,0
U00015,2026-02-18,1,10.5,3,0,0,720,67,0
U00015,2026-02-21,2,53.3,1,1,1,341,57,0
U00015,2026-02-22,2,23.7,1,0,0,463,36,0
U00015,2026-02-26,1,27.1,1,1,0,233,38,8602
U00015,2026-02-28,1,31.2,2,0,1,903,61,0
U00016,2026-01-12,3,18.9,3,0,0,740,73,6380
U00016,2026-01-13,1,13.3,1,0,0,309,29,4139
U00016,2026-01-14,1,15.1,2,1,0,810,50,0
U00016,2026-01-15,1,23.0,2,0,1,412,56,8572
U00016,2026-01-17,1,39.8,1,0,1,396,47,0
U00016,2026-01-18,2,38.6,1,1,0,417,47,0
U00016,2026-01-19,2,51.0,2,0,1,683,75,0
U00016,2026-01-20,2,12.9,2,0,1,472,49,0
U00016,2026-01-22,1,35.2,1,0,1,362,44,5164
U00016,2026-01-23,1,14.4,2,0,1,824,50,0
U00016,2026-01-24,1,21.3,1,0,0,380,34,7804
U00016,2026-01-25,1,59.3,1,0,0,418,61,0
U00016,2026-01-28,1,27.4,2,1,0,518,59,4720
U00016,2026-01-29,2,62.0,0,0,1,186,43,0
U00016,2026-02-01,1,20.9,1,0,0,424,34,0
U00016,2026-02-03,1,45.4,2,1,0,606,71,0
U00016,2026-02-04,1,12.6,2,1,0,183,48,4172
U00016,2026-02-05,2,45.4,2,1,1,526,71,0
U00016,2026-02-06,1,23.7,1,0,1,385,36,0
U00016,2026-02-07,1,15.7,1,0,1,234,31,0
U00016,2026-02-08,2,12.2,1,0,0,244,28,0
U00016,2026-02-09,1,25.1,1,1,1,343,37,0
U00016,2026-02-10,1,40.0,2,0,0,590,68,0
U00016,2026-02-11,3,36.1,3,0,0,953,85,0
U00016,2026-02-13,1,29.2,1,1,1,374,40,0
U00016,2026-02-15,1,16.2,3,1,1,1127,71,0
U00016,2026-02-19,3,37.7,1,0,1,296,46,9966
U00016,2026-02-20,1,22.6,1,1,1,204,35,2540
U00016,2026-02-21,2,53.4,2,0,1,749,77,6897
U00016,2026-02-22,1,32.6,1,1,1,387,42,4011
U00016,2026-02-23,1,34.5,1,1,1,390,44,8470
U00016,2026-02-24,1,42.6,1,1,0,584,49,0
U00016,2026-02-26,2,44.7,1,1,0,314,51,0
U00016,2026-02-27,1,26.0,1,0,1,250,38,0
U00017,2026-02-18,2,27.2,2,1,0,549,59,0
U00017,2026-02-20,3,23.8,0,1,0,71,16,6659
U00017,2026-02-23,1,18.1,1,0,0,222,32,0
U00017,2026-03-01,3,20.3,1,0,0,307,34,0
U00018,2026-01-06,1,37.0,1,1,1,399,45,0
U00018,2026-01-07,2,15.7,2,0,0,300,50,0
U00018,2026-01-08,3,11.7,1,0,1,312,28,6025
U00018,2026-01-12,1,37.8,1,0,1,514,46,0
U00018,2026-01-14,1,19.1,1,0,1,380,33,5535
U00018,2026-01-15,2,12.3,2,0,0,458,48,0
U00018,2026-01-16,3,26.1,1,0,0,390,38,0
U00018,2026-01-18,2,39.6,0,0,0,118,27,0
U00018,2026-01-21,3,18.5,0,0,1,55,12,0
U00018,2026-01-22,1,19.9,2,1,0,394,53,6924
U00018,2026-01-24,1,32.5,1,0,0,247,42,6471
U00018,2026-01-26,3,35.9,1,0,1,371,45,7324
U00018,2026-01-27,1,47.7,1,0,0,511,53,5648
U00018,2026-01-31,2,21.5,1,0,0,298,35,6775
U00018,2026-02-19,2,21.4,1,0,0,332,34,0
U00018,2026-02-22,1,13.0,1,0,1,334,29,0
U00019,2026-02-04,2,20.9,0,0,0,62,14,9818
U00019,2026-02-06,1,39.0,1,0,0,450,47,5859
U00019,2026-02-08,2,13.3,1,0,1,281,29,0
U00019,2026-02-12,1,24.2,1,0,0,370,36,0
U00019,2026-02-13,2,19.7,2,0,0,321,53,0
U00019,2026-02-16,1,22.5,1,1,0,453,35,0
U00019,2026-02-24,1,20.9,3,0,0,616,74,3115
U00020,2026-02-15,2,14.8,1,1,1,308,30,0
U00020,2026-02-16,1,29.0,2,0,0,801,60,0
U00020,2026-02-17,2,70.9,3,0,0,642,109,0
U00020,2026-02-18,2,35.8,1,1,0,392,45,3694
U00020,2026-02-19,3,24.3,1,0,1,305,37,0
U00020,2026-02-20,2,26.4,1,1,1,373,38,11318
U00020,2026-02-21,1,10.9,1,0,1,222,27,10741
U00020,2026-02-22,1,36.5,1,1,1,413,45,0
U00020,2026-02-24,2,45.0,2,0,1,706,71,7255
U00020,2026-02-25,1,11.7,1,0,0,240,28,0
U00020,2026-02-27,1,42.1,1,0,0,405,49,0
U00020,2026-03-01,2,33.5,2,1,0,507,63,0
U00021,2026-01-01,1,43.4,1,0,0,369,50,5436
U00021,2026-01-02,1,48.9,1,0,0,540,54,5378
U00021,2026-01-03,1,17.0,1,0,0,305,31,4888
U00021,2026-01-04,2,15.5,1,0,0,319,30,0
U00021,2026-01-05,1,39.3,2,0,0,504,67,0
U00021,2026-01-08,1,26.6,2,0,0,610,58,6061
U00021,2026-01-13,2,19.4,1,0,0,228,33,9032
U00021,2026-01-14,1,12.8,3,0,0,574,68,0
U00021,2026-01-17,2,21.1,2,0,1,706,54,0
U00021,2026-01-23,1,19.6,1,0,0,421,33,0
U00021,2026-01-25,1,33.9,1,0,0,484,43,0
U00021,2026-01-26,2,17.2,1,1,0,409,32,7397
U00021,2026-01-27,3,12.6,1,0,0,341,28,4850
U00021,2026-01-31,1,9.4,1,0,1,376,26,0
U00021,2026-02-02,1,15.8,2,0,0,495,51,11045
U00021,2026-02-07,2,11.8,3,0,0,1050,68,0
U00021,2026-02-10,2,22.9,2,1,0,730,56,4016
U00021,2026-02-13,1,26.4,3,0,0,641,78,6347
U00021,2026-02-14,1,24.7,2,0,0,625,57,0
U00021,2026-02-19,1,23.2,1,1,0,316,36,0
U00021,2026-02-20,2,61.1,1,0,1,410,62,0
U00021,2026-02-28,1,25.1,1,0,0,220,37,0
U00021,2026-03-01,1,13.2,1,0,0,398,29,7061
U00022,2026-01-09,2,11.8,1,0,1,323,28,0
U00022,2026-01-13,2,33.4,2,1,1,744,63,0
U00022,2026-01-14,1,40.8,1,1,1,342,48,6982
U00022,2026-01-15,1,29.8,1,0,0,316,40,0
U00022,2026-01-16,3,16.6,1,0,0,260,31,0
U00022,2026-01-18,2,15.6,0,0,1,50,10,0
U00022,2026-01-20,1,16.1,1,1,0,307,31,0
U00022,2026-01-22,2,20.0,0,0,0,60,14,0
U00022,2026-01-27,1,28.1,1,0,0,219,39,6849
U00022,2026-01-30,1,15.3,1,0,0,301,30,5991
U00022,2026-02-10,1,48.7,2,0,0,641,74,0
U00022,2026-02-11,1,18.2,1,0,0,210,32,0
U00022,2026-02-12,1,33.8,2,0,0,462,63,5188
U00022,2026-02-16,1,43.2,2,0,1,779,70,5320
U00022,2026-02-21,1,16.0,1,1,0,365,31,5444
U00022,2026-02-27,1,23.2,1,0,0,344,36,0
U00023,2026-02-24,1,20.4,1,0,0,343,34,0
U00023,2026-02-26,1,14.9,2,0,0,687,50,0
U00023,2026-02-27,2,67.1,0,1,1,201,46,0
U00023,2026-03-01,1,50.6,1,0,0,377,55,9279
U00024,2026-01-02,1,14.2,2,0,0,402,49,0
U00024,2026-01-05,1,32.4,1,0,0,330,42,11599
U00024,2026-01-07,1,20.8,2,0,1,530,54,6400
U00024,2026-01-08,1,14.8,2,0,0,463,50,0
U00024,2026-01-15,1,50.6,1,0,1,391,55,8255
U00024,2026-01-17,1,27.3,1,0,1,261,39,0
U00024,2026-01-18,1,25.3,1,1,0,216,37,0
U00024,2026-01-19,1,30.3,1,0,0,280,41,0
U00024,2026-01-20,2,13.0,2,0,0,573,49,8911
U00024,2026-01-24,1,25.3,1,0,0,329,37,0
U00024,2026-01-26,1,23.7,1,0,1,310,36,0
U00024,2026-01-30,1,20.7,1,0,1,351,34,0
U00024,2026-02-12,1,17.2,2,0,1,350,52,4336
U00024,2026-02-18,2,25.9,0,1,0,77,18,4032
U00024,2026-02-20,2,28.6,0,0,0,85,20,0
U00024,2026-03-01,1,21.5,1,0,0,370,35,0
U00025,2026-01-04,1,11.9,1,0,0,423,28,0
U00025,2026-01-08,1,31.0,2,0,0,599,61,4369
U00025,2026-01-09,2,49.4,1,0,1,396,54,6467
U00025,2026-01-19,1,16.7,1,0,0,397,31,0
U00025,2026-01-20,2,12.6,0,1,1,50,8,0
U00025,2026-01-21,1,45.5,2,0,0,572,71,7939
U00025,2026-01-24,1,32.0,1,0,0,358,42,0
U00025,2026-01-31,2,43.3,2,0,0,652,70,0
U00025,2026-02-01,1,7.8,1,0,1,347,25,12595
U00025,2026-02-02,1,25.6,1,0,0,528,37,0
U00025,2026-02-03,1,15.5,3,0,0,730,70,4977
U00025,2026-02-05,1,27.2,3,0,0,1027,79,0
U00025,2026-02-12,1,24.1,1,0,0,493,36,0
U00026,2026-01-30,3,18.2,0,0,0,54,12,0
U00026,2026-01-31,1,12.8,1,0,1,390,28,4513
U00026,2026-02-02,1,12.0,1,0,0,401,28,0
U00026,2026-02-03,1,34.0,1,0,0,336,43,0
U00026,2026-02-07,1,10.4,1,0,0,451,27,0
U00026,2026-02-08,1,15.0,3,0,0,413,70,6653
U00026,2026-02-09,1,21.8,1,0,1,284,35,0
U00026,2026-02-10,2,20.4,1,0,1,205,34,6349
U00026,2026-02-12,2,45.7,1,0,0,379,51,0
U00026,2026-02-17,1,62.5,1,0,0,303,63,8437
U00026,2026-02-18,1,15.4,1,1,0,293,30,0
U00026,2026-02-24,2,26.5,2,0,1,555,58,0
U00026,2026-02-25,1,24.3,1,0,0,321,37,0
U00026,2026-02-26,1,25.7,1,0,0,267,37,0
U00026,2026-02-28,1,35.0,1,0,0,338,44,0
U00027,2026-01-03,2,8.6,0,1,1,50,6,8877
U00027,2026-01-04,2,26.0,0,1,0,78,18,5522
U00027,2026-01-05,1,33.2,1,0,0,262,43,8568
U00027,2026-01-06,2,9.5,1,0,0,426,26,7437
U00027,2026-01-09,3,16.4,1,1,0,458,31,0
U00027,2026-01-11,2,16.0,1,0,0,145,31,1747
U00027,2026-01-14,1,36.3,1,0,0,300,45,0
U00027,2026-01-15,1,30.3,2,0,0,638,61,7066
U00027,2026-01-22,1,21.7,1,0,0,305,35,0
U00027,2026-01-24,2,17.0,1,0,0,376,31,3375
U00027,2026-01-27,3,25.7,3,1,1,568,77,0
U00027,2026-01-28,1,28.7,1,0,0,366,40,0
U00027,2026-01-31,2,28.3,1,0,0,412,39,5243
U00027,2026-02-03,1,39.9,1,0,1,333,47,10067
U00027,2026-02-08,1,38.9,1,0,0,491,47,0
U00027,2026-02-10,1,28.6,1,0,0,395,40,0
U00027,2026-02-11,1,13.3,1,0,1,259,29,0
U00027,2026-02-12,1,19.6,2,1,0,258,53,9800
U00027,2026-02-17,1,26.3,1,0,0,454,38,0
U00027,2026-02-23,2,63.2,1,0,0,376,64,0
U00027,2026-02-24,1,12.5,1,0,0,340,28,4611
U00027,2026-02-28,1,35.7,1,1,0,412,44,2378
U00028,2026-01-18,1,10.5,1,0,1,190,27,10920
U00028,2026-01-19,1,15.2,1,0,1,373,30,6526
U00028,2026-01-20,2,19.2,1,0,0,258,33,0
U00028,2026-01-21,3,26.0,3,1,1,760,78,0
U00028,2026-01-22,2,39.4,1,0,1,366,47,2934
U00028,2026-01-23,1,22.8,1,1,1,323,35,7620
U00028,2026-01-25,2,42.8,0,0,1,128,29,6011
U00028,2026-01-27,1,41.5,1,1,1,443,49,3891
U00028,2026-01-29,1,33.4,1,0,1,345,43,0
U00028,2026-01-30,1,24.2,2,0,0,303,56,7511
U00028,2026-02-01,1,13.8,1,0,0,224,29,0
U00028,2026-02-03,1,44.2,1,0,0,461,50,0
U00028,2026-02-05,1,13.7,1,0,0,313,29,5773
U00028,2026-02-07,1,72.9,1,0,0,585,71,0
U00028,2026-02-08,1,62.7,1,1,0,378,63,6811
U00028,2026-02-10,1,15.5,2,1,0,551,50,5043
U00028,2026-02-16,1,22.1,2,0,1,769,55,0
U00028,2026-02-17,1,30.6,1,0,0,323,41,0
U00028,2026-02-18,3,71.8,0,0,0,215,50,11886
U00028,2026-02-19,1,21.2,1,0,0,238,34,0
U00028,2026-02-22,2,44.5,2,0,1,627,71,8848
U00028,2026-02-25,1,23.1,1,1,0,216,36,0
U00028,2026-02-26,3,20.7,1,1,1,478,34,0
